y_predicted_descaled_tempC,y_predicted_descaled_windspeedKmph,y_predicted_descaled_pressure,y_predicted_descaled_humidity
36.99399,9.68942,1004.02496,12.775872
38.712433,11.6549835,1003.7516,11.04432
40.039124,13.387252,1003.29504,9.815722
40.52897,14.429287,1002.56256,9.513321
40.63964,14.477949,1001.6151,9.625922
40.47493,13.980425,1000.705,9.623431
39.705765,12.047943,1000.1169,9.773208
38.330475,10.204659,999.998,10.44764
36.395576,8.41294,1000.215,11.666698
34.091583,6.634159,1000.50714,13.240958
31.939388,5.6674604,1000.7932,14.8824
30.311935,5.480937,1001.0845,16.019726
29.189827,5.7620435,1001.24786,16.611887
28.28252,5.897353,1001.1989,17.3205
27.6369,5.8762207,1001.06665,18.391396
27.008804,5.953231,1001.0143,19.380028
26.09828,5.6440487,1001.0669,20.295351
25.338295,5.0358787,1001.15533,21.451176
25.362392,4.422985,1001.23004,22.572046
26.008524,4.1814365,1001.3379,22.577732
27.269852,4.118414,1001.5976,20.86208
29.40371,4.207023,1001.9799,18.212158
32.06433,4.963995,1002.2032,15.583552
34.94952,6.8683186,1002.0749,13.43867
37.603477,9.198856,1001.6383,11.670098
39.686337,11.410102,1001.04047,10.008071
40.95791,13.731915,1000.3762,8.787228
41.428997,14.974301,999.5559,8.447644
41.62953,15.663297,998.5044,8.705394
41.481293,15.46704,997.4293,9.127633
40.688072,14.544958,996.69244,9.502112
39.393974,13.273578,996.40533,9.761278
37.79417,12.194045,996.42114,10.376824
36.002922,11.265506,996.62225,11.550642
34.319008,10.393105,996.9654,12.797814
33.125317,9.847555,997.4052,13.605332
32.458572,9.27616,997.9086,14.055251
31.896852,8.698218,998.4677,14.650382
31.07275,7.9515753,998.9539,15.386203
30.253645,6.6938896,999.0664,16.11303
29.673912,5.464155,998.7226,16.60925
29.092197,4.199743,998.2844,17.206007
28.396866,3.2951505,998.3033,17.958727
28.435526,2.5467942,998.8767,18.204428
29.64342,2.5601246,999.5056,17.670546
31.202915,3.401802,999.86005,16.465996
32.95274,4.7722206,1000.0477,14.947089
35.573647,6.0820894,1000.0987,13.325363
38.62728,7.1707096,999.9169,11.577518
40.67911,7.3992004,999.4367,10.05197
41.52841,6.518956,998.63904,9.446345
41.23138,5.5261807,997.6469,9.875055
40.61455,4.5875587,996.7095,10.541048
40.436077,4.7902594,996.0326,11.011463
40.036415,5.693802,995.63965,11.51906
39.10682,6.448947,995.415,12.295974
37.865814,6.5058722,995.3833,13.493207
36.18048,6.368058,995.65796,15.172792
34.418274,6.8572907,996.19354,17.341455
33.13154,8.542623,996.83606,19.949251
32.18299,10.769826,997.5351,22.93622
31.304008,13.084765,998.2616,26.236115
30.643799,14.812236,998.8131,29.917377
30.036175,15.818007,998.9818,33.766747
29.098421,14.962067,998.88965,37.1172
28.036285,11.421332,998.87024,39.365242
27.47283,7.7839622,999.1867,40.617958
27.72583,5.7223854,999.8061,40.847736
28.707405,5.20284,1000.45404,39.498928
30.041922,6.3271284,1000.89404,36.46956
31.58083,8.154526,1001.02527,32.25821
33.70107,9.486757,1000.92474,27.513252
36.15956,9.386323,1000.7627,22.60291
38.19405,9.361308,1000.5677,18.114967
39.831055,7.555132,1000.14453,14.923823
41.072872,5.8307824,999.25964,13.256093
41.68181,4.745429,998.0367,12.3133745
41.521812,4.86905,996.98083,11.926536
40.691322,6.1364775,996.42114,12.306229
39.271454,7.8896503,996.307,13.031931
37.64674,9.575547,996.5388,14.194673
36.063717,11.103165,997.0772,16.104221
34.436203,12.645108,997.69916,18.182346
33.041695,14.152118,998.21027,20.172247
32.09482,15.460665,998.6441,22.387371
31.161812,16.45585,999.15173,25.33744
30.091408,16.659534,999.6805,28.715992
29.071913,16.634459,999.98083,32.383507
28.045607,15.203742,1000.07196,36.38676
27.058384,11.821191,1000.3315,40.331657
26.440771,8.189695,1001.0124,43.445766
26.608591,5.9432297,1001.8626,44.42034
27.468151,5.448332,1002.49756,43.797405
28.610512,6.8210897,1002.8809,41.659866
30.352959,8.057477,1003.1857,37.590767
33.032146,8.638847,1003.4505,31.533255
35.851345,8.347507,1003.5001,24.789965
38.111656,7.662779,1003.15674,19.385288
39.60833,6.0343256,1002.4609,16.197304
40.415993,4.589063,1001.6857,14.708336
40.725853,3.5996106,1001.01904,13.612364
40.540146,3.7349908,1000.3743,12.884323
39.835503,4.7872705,999.67957,13.250136
38.462982,5.537755,999.1068,14.333655
36.455624,5.522156,998.8847,15.904858
34.19706,5.2693896,999.0021,18.223015
32.38627,5.124268,999.27936,20.75673
31.140745,5.1030235,999.60956,23.093983
30.127132,4.9682813,999.95905,25.175886
29.123652,5.244261,1000.1722,27.317291
28.245354,5.623506,1000.1611,29.405354
27.675425,5.901151,1000.0501,31.346996
27.243603,5.7979374,1000.01105,33.358536
26.775545,5.41106,1000.09814,36.21597
26.488789,4.653548,1000.3118,38.602013
26.627403,4.9510293,1000.7469,39.34743
27.581253,6.727438,1001.4493,38.915035
29.270094,8.871946,1002.1076,36.784775
31.333038,9.998925,1002.32,33.251698
33.90287,9.952581,1002.13086,28.298508
36.679695,8.944507,1001.8574,22.7513
38.753017,7.7797422,1001.5743,18.038147
39.958622,7.380845,1000.9863,15.168746
40.433983,6.9208603,999.9291,13.922433
40.66436,6.99833,998.6841,13.230505
40.703857,6.9228354,997.60315,12.697003
40.32068,7.11417,996.7481,12.619153
39.40088,7.348074,996.0494,13.150404
37.9261,8.005435,995.55835,14.605007
36.200523,8.891575,995.45404,17.09885
34.80816,9.518437,995.7967,19.779667
33.835915,9.840565,996.3954,22.012535
32.930668,9.992097,996.9579,24.07041
32.05362,10.365551,997.2474,26.349726
31.255678,10.946355,997.2591,28.204466
30.638214,11.462254,997.10443,29.711214
30.054138,11.109136,996.9963,31.756248
29.161001,9.955888,997.06964,34.50866
28.302162,8.795041,997.34247,36.22915
28.394295,8.43141,997.8593,36.405716
29.613327,8.764691,998.6109,35.20536
31.31057,9.938477,999.2755,32.81803
33.16451,11.236769,999.4504,29.249409
35.25961,11.627674,999.21356,25.171104
37.578472,11.820271,998.9296,20.985342
39.64815,11.347356,998.7292,17.338882
41.290684,10.100368,998.3966,14.989748
42.3739,8.845414,997.70593,13.82427
42.720016,7.4973774,996.7467,13.066616
42.506653,6.5072274,995.79114,12.42995
41.948654,6.2448153,995.089,11.991968
41.057747,6.0947824,994.6799,12.1451645
39.680702,6.3911247,994.43475,13.40295
37.613987,7.283524,994.3885,15.31596
35.452774,8.42522,994.65485,16.959787
34.105774,9.028047,995.18427,18.409649
33.311687,9.622453,995.812,19.932467
32.630436,10.270273,996.408,21.471905
31.995903,10.8261595,996.87177,22.444563
31.289993,11.488903,997.02545,23.681366
30.65883,10.646172,996.9189,25.840748
30.080334,8.973876,996.8172,28.765491
29.406805,7.283831,996.9535,31.31688
29.420658,7.232134,997.4709,32.429607
30.653843,8.857004,998.3675,31.856176
32.405575,11.445835,999.3675,30.231077
34.23098,13.548986,1000.021,27.98367
36.292244,13.818073,1000.1222,25.43671
38.55116,12.803908,999.8834,22.557438
40.430992,11.914478,999.5736,19.971958
41.682884,11.168279,999.1725,18.155077
42.399963,10.981202,998.512,16.866457
42.687366,10.589169,997.61597,15.8003
42.62879,9.707208,996.7138,15.218272
42.303833,8.853849,996.038,14.997632
41.48005,8.937226,995.646,15.316102
40.11727,10.31767,995.47314,17.034325
38.547844,12.17903,995.59906,19.691662
37.039467,14.520768,996.05695,22.627262
35.4915,16.445175,996.642,26.512484
34.131927,17.613773,997.1446,31.335255
33.113846,18.443443,997.5048,35.934288
32.11026,18.079248,997.75415,39.76072
31.094774,16.85231,997.8814,43.521263
30.092659,14.734645,997.89813,47.290222
29.25317,11.297591,997.96173,50.491478
29.02855,7.8108473,998.2831,52.83795
29.62752,6.261169,998.89514,53.066032
30.709534,6.6085877,999.63824,51.696194
32.113483,8.660007,1000.4289,48.838554
33.626602,10.691274,1001.20935,44.7653
35.343292,10.756405,1001.7523,40.00185
37.608185,10.044362,1001.8694,34.766235
39.57952,9.1676855,1001.62646,29.808605
40.749447,8.118174,1001.13153,25.659542
41.615868,6.9121366,1000.4005,21.984241
42.317368,6.005912,999.55206,19.049881
42.63269,4.939452,998.8277,17.784569
42.384808,4.5909824,998.35815,17.999426
41.520023,4.291052,998.1003,18.681501
40.018524,4.674325,998.01215,20.110176
38.126232,5.817341,998.069,22.476599
36.390236,7.2533927,998.23425,24.939098
35.20263,8.837735,998.5863,26.936089
34.536537,10.650611,999.2418,28.512363
33.97281,11.988935,1000.0842,30.798344
33.21807,13.5555315,1000.74384,33.569084
32.63087,14.281649,1000.96967,36.443092
32.224197,13.932825,1000.8564,39.54809
31.754383,12.60221,1000.7354,42.86792
31.319862,10.765135,1000.8384,45.06552
31.299717,9.83117,1001.24506,45.30049
32.156593,9.799719,1001.87555,44.04573
33.669724,10.4270315,1002.55554,40.992355
35.51464,10.712927,1003.2002,36.331554
37.96818,10.2005825,1003.6614,30.662327
40.645668,9.250955,1003.7125,24.689981
42.695305,8.118236,1003.2625,19.83993
43.919678,7.219612,1002.4201,17.027151
44.38437,6.0876193,1001.4152,15.747392
44.542427,5.473548,1000.49286,14.634019
44.41842,5.1302876,999.87225,13.770221
43.692307,5.1245155,999.6222,13.903539
42.45314,5.09629,999.5414,14.678298
40.864414,5.2977333,999.40125,15.743098
38.97431,5.7795143,999.2915,17.234125
37.06717,6.213266,999.46295,19.225653
35.747192,6.6937065,999.887,21.365986
35.013077,7.2610974,1000.2173,23.233948
34.231133,7.884412,1000.22925,25.007225
33.574947,8.636701,999.9987,26.760115
33.010834,8.644523,999.639,28.58783
32.156326,8.239281,999.2617,30.898746
31.262035,6.901949,999.07135,33.656094
30.963476,5.4729476,999.1756,36.04143
31.548752,4.696556,999.4799,36.648987
32.762257,4.6766872,999.9447,35.64148
34.52062,5.425427,1000.5826,32.88122
36.846153,5.661811,1001.1553,28.65868
39.806374,5.28648,1001.3191,23.505667
43.047375,4.621593,1001.10486,18.050806
45.4255,4.563308,1000.76697,13.702126
46.649857,5.5747614,1000.3194,11.657995
46.70865,6.7451305,999.61804,11.29131
46.16832,8.175692,998.6922,11.003685
45.48864,8.636809,997.7788,10.568716
44.59674,8.756876,997.1122,10.579234
43.321,8.429393,996.73846,11.049007
41.607475,7.1843834,996.5437,12.020092
39.418095,6.1748085,996.5169,13.429751
37.195503,5.5502787,996.77655,14.577172
35.829422,5.641144,997.28046,15.294412
35.14129,6.4745674,997.8588,15.455785
34.520916,6.7582493,998.43066,15.764372
33.898766,6.775139,998.8874,16.532845
33.100292,6.6453667,999.0535,17.599852
32.079826,5.8611784,998.9784,19.016144
31.027786,5.0761538,998.96326,21.286863
30.350952,4.106259,999.3339,23.742138
30.72052,3.3925173,1000.1431,24.815247
32.259377,3.2051795,1001.0288,24.389061
34.311768,3.3308861,1001.61383,23.086151
36.497883,3.693755,1001.86273,21.367798
38.933113,3.9196775,1001.8935,18.687452
41.64418,3.9813626,1001.7861,15.381591
43.85475,4.3057556,1001.5861,12.439187
45.306564,4.6957664,1001.1925,10.629078
45.797623,4.891181,1000.43475,9.926175
45.739616,4.8318152,999.3378,9.585454
45.576286,4.653508,998.21466,9.528031
45.16259,3.9628322,997.43,9.751025
44.089848,3.4086626,997.086,10.423874
42.14425,3.1399062,997.0723,11.59453
39.527184,3.0217917,997.2225,13.133434
37.18827,3.0389764,997.42004,14.601575
36.034378,3.2556365,997.6818,15.328197
35.62101,3.6346767,998.0692,15.387611
35.31882,3.5731566,998.51904,15.660533
34.961357,2.9284055,998.89844,16.463224
34.526264,2.4170716,999.07275,17.50505
33.965473,2.191189,999.0481,18.847504
32.976166,2.383898,998.9856,21.060514
31.682182,2.7099588,999.0264,23.352955
31.466833,2.9308226,999.2196,23.869608
33.47367,2.9552767,999.5847,22.432495
36.257206,3.1137712,1000.04443,20.036526
38.509865,3.3805707,1000.3879,17.353134
40.904694,4.05701,1000.59753,14.5727825
43.359924,4.8975596,1000.7853,11.979945
45.18802,5.5341945,1000.8039,9.98499
46.335144,5.867162,1000.35046,8.838278
46.706856,5.906619,999.3035,8.461785
46.64046,5.7571416,997.9082,8.474125
46.313164,5.2445803,996.662,8.503333
45.51586,4.8079076,995.91736,8.571074
44.13704,4.3167357,995.6278,8.986262
42.129013,3.7996247,995.55853,10.198014
39.57981,3.363468,995.7328,12.117084
37.12844,2.8023627,996.13904,13.917318
35.426414,2.414129,996.5372,15.13548
34.186523,2.1013129,996.7802,16.125244
33.26249,2.2197092,996.96643,17.093151
32.656372,2.5801122,997.07623,17.746689
32.19043,3.4338458,997.07446,18.387379
31.680304,3.8995993,997.11847,19.85394
31.113754,3.8692958,997.4796,22.36636
30.65945,4.140323,998.2525,24.990808
31.061531,4.3842797,999.1264,26.009838
32.73659,5.060205,999.7161,25.308529
34.804962,5.92893,999.97516,23.703182
37.021317,6.5310493,1000.0115,21.434711
39.643917,6.846693,999.9309,18.406273
41.94863,6.8986635,999.8321,14.997801
43.79515,6.6905303,999.7056,12.167726
45.26729,5.908404,999.36566,10.760433
45.785233,5.0737066,998.66833,10.50469
45.66359,4.369525,997.713,10.468016
45.373756,3.850343,996.7613,10.43795
44.671932,3.3766997,996.05237,10.698825
43.400063,3.069558,995.6326,11.577607
41.754585,3.1573641,995.38434,13.023189
39.855484,3.3457787,995.2786,14.476665
37.96094,4.0561094,995.3734,15.6222315
36.62755,4.988096,995.74097,16.496365
35.883705,5.888893,996.37573,17.089617
35.140102,6.899886,996.9835,17.440348
34.66108,7.8579187,997.22046,17.461943
34.59206,8.488612,997.10034,17.603708
34.52527,8.446138,997.00146,18.60423
34.075535,7.658643,997.34485,21.301704
33.308968,6.6901236,998.2468,24.804562
33.02829,6.382107,999.3571,27.098467
33.80549,6.952436,1000.10236,27.545408
35.49429,8.035481,1000.2245,26.307442
37.683548,8.586749,999.98425,24.117298
40.07263,8.15706,999.77234,20.171114
42.490005,7.6668606,999.7202,15.198778
44.30622,7.2342873,999.6773,10.912673
45.338905,7.8860865,999.3837,8.829228
45.65155,8.914761,998.7115,8.183897
45.421112,10.611608,997.8145,7.70411
44.79061,11.632652,997.024,7.5279303
43.722534,12.445056,996.52057,7.600843
42.290436,12.413227,996.2662,7.7762403
40.432777,11.217142,996.24854,8.370804
38.17634,9.29406,996.5142,9.497219
36.044403,7.311145,996.9471,10.870163
34.310654,5.657789,997.2309,12.191195
32.909546,4.304591,997.21277,13.196419
31.624084,3.5263324,997.03296,13.980779
30.587963,3.138387,996.9126,14.643633
29.950378,3.3619392,996.9412,15.104945
29.382465,3.7133467,997.128,15.410874
29.182259,3.9086492,997.51105,15.441333
29.576813,4.014087,998.06335,15.41536
30.032589,4.6902356,998.63873,15.405417
30.964092,6.030859,999.11804,15.214903
32.97756,7.5152955,999.5,14.811855
35.161488,8.20251,999.80005,14.005846
37.140175,8.12184,999.9292,12.629434
39.361145,6.9476657,999.8106,11.040189
41.294518,5.8845587,999.45667,9.690564
42.58297,5.6070476,998.935,8.671964
43.32032,5.732913,998.32965,8.199764
43.617203,5.8176656,997.60846,8.220306
43.439056,5.62131,996.73773,8.3410225
42.73845,5.3782425,995.802,8.449438
41.485,5.388184,994.9558,8.838559
39.751587,6.051624,994.3938,9.888257
37.59935,6.480337,994.2759,11.465622
35.52137,6.8173776,994.6225,13.172155
34.14157,6.920949,995.2476,15.189172
33.179867,7.07168,995.90234,17.636198
32.288044,7.405446,996.49316,20.0352
31.815071,8.2567215,996.92474,22.036657
31.754154,9.235028,997.0517,24.019081
31.671688,9.204984,996.954,26.231941
31.3317,8.01503,996.93524,28.79892
31.08089,6.3908806,997.2698,31.332733
31.474243,5.8897457,997.934,32.93357
32.455,7.1797924,998.6229,33.11132
33.711906,9.1585865,999.06903,32.08544
35.284737,10.872722,999.18115,30.07407
37.150887,10.808271,999.05414,26.634567
39.139652,9.761844,998.8734,21.872921
41.03333,8.207674,998.62646,17.572247
42.59448,6.563109,998.0362,15.23145
43.352806,5.160878,996.9821,14.144212
43.401535,4.5162334,995.8077,13.058494
42.86867,4.023096,994.9775,12.382598
41.838802,4.2016377,994.57733,12.529829
40.564987,4.393566,994.38043,13.073323
39.160088,5.3049436,994.2917,14.25863
37.681427,6.616478,994.3121,16.34656
36.310234,7.4353256,994.4245,18.784191
35.107933,7.730975,994.68024,21.037704
34.120193,7.963063,995.08124,23.044449
33.273415,8.023458,995.5294,25.045532
32.6725,8.273921,995.80286,26.707794
32.22028,8.580592,995.697,28.311733
31.702847,8.48031,995.34375,30.111202
31.066826,7.915204,995.35144,31.392868
30.39859,7.4810753,996.1507,31.801346
30.254139,7.5489793,997.3838,31.424267
31.05832,8.474322,998.26697,29.55146
32.491558,10.135153,998.47534,26.407726
34.315933,11.87973,998.4051,23.176212
36.3151,12.532268,998.4501,19.899323
38.5128,12.699559,998.3962,16.580988
40.42,12.354718,997.98645,13.8992815
41.478413,10.668878,997.2534,12.644025
41.794216,8.854999,996.22864,12.684808
41.669567,6.9068193,995.0341,12.776823
41.387962,5.3670654,994.0684,12.680352
40.767662,4.308548,993.5692,13.12506
39.435333,3.1828854,993.3686,14.0813875
37.469547,2.4712934,993.3168,15.561672
35.2485,2.1250737,993.34973,17.820162
33.455914,2.1304128,993.37665,19.947128
32.17825,2.0442927,993.33875,21.397434
31.07314,2.3586204,993.2313,22.658094
30.205334,3.3557746,993.1215,23.495361
29.656675,4.8916078,993.0456,23.465652
29.221802,6.112545,993.029,23.374187
28.681915,6.2823977,993.0739,23.520287
27.96748,5.640155,993.23486,23.473625
27.003254,4.82499,993.67096,23.109741
26.936043,4.7461796,994.502,22.02757
28.531826,5.7283382,995.5004,19.268448
30.433704,7.2393904,996.1652,15.80038
32.5581,8.3185215,996.22736,13.278022
35.245857,8.433738,995.92816,12.108947
37.51266,8.376872,995.6125,11.677432
39.086174,8.551283,995.2486,11.330401
40.039787,9.599682,994.6035,10.834572
40.433495,10.809313,993.68713,10.533713
40.69185,11.189718,992.789,10.6284075
40.705242,10.295599,992.21594,10.649413
40.32476,8.84549,992.06604,10.599029
39.41968,6.9152193,992.20374,10.85524
37.786736,5.6871963,992.3806,11.772369
35.44297,5.2784405,992.4988,13.376756
32.98857,5.098592,992.7505,15.043169
31.275097,5.0148764,993.28326,16.05352
30.185984,5.014153,993.96484,16.552284
29.119404,5.0092316,994.4765,17.09533
28.233612,4.9772954,994.746,17.507462
27.655022,4.919345,994.8384,17.657318
27.245033,4.6854367,994.9183,18.182741
26.844873,4.260753,995.27844,18.968693
26.653917,4.1097403,996.11694,19.241003
27.205322,4.1800976,997.2054,18.81789
29.195766,4.5223403,998.05774,17.685059
32.10536,5.3580155,998.48456,15.721008
35.057564,5.4076223,998.6594,13.407456
38.373672,4.4641266,998.72424,11.444119
41.385952,3.1958845,998.6956,9.760647
43.9915,1.8777993,998.5677,8.193016
45.743713,1.6546891,998.23926,7.234887
46.44806,2.038524,997.57745,6.8775373
46.38607,2.54827,996.65625,6.756455
45.651657,2.8431027,995.73236,7.102933
44.3568,2.9177172,995.04895,7.7356205
42.793564,3.0421374,994.64703,8.428124
40.929504,3.0894592,994.3927,9.488893
38.747017,3.3159716,994.27454,10.901342
36.764038,3.972953,994.35034,12.035101
35.55161,4.670101,994.63495,12.391707
35.050907,5.249912,995.01636,12.364197
34.668766,6.3651924,995.2271,12.466952
34.33351,7.9467883,995.1684,12.738763
34.1789,9.046632,995.00165,13.253471
33.856827,9.152255,995.0074,14.383506
32.99123,8.009389,995.4145,16.682201
31.715311,5.9954605,996.23444,19.571552
31.138294,4.8639483,997.12604,21.248568
32.49355,4.905831,997.7276,21.369646
34.6884,5.65488,998.0665,19.993118
36.622604,6.4557004,998.3492,17.820478
38.838673,6.513126,998.5834,15.356652
41.139374,6.309869,998.51074,12.846404
43.026443,6.4115963,998.0273,10.747661
44.350975,6.8858047,997.3293,9.434606
44.80229,7.2249546,996.54767,8.687196
44.638702,8.288137,995.74677,8.1441555
44.37049,9.916447,995.0861,7.7466917
43.847733,11.045056,994.659,7.483255
42.802143,10.997714,994.401,7.4863477
41.108696,9.915204,994.3493,7.738057
38.632378,8.85655,994.6113,8.356617
36.22713,8.749854,995.1218,9.512304
35.087578,9.858206,995.6757,11.158457
34.752342,12.23942,996.1008,13.170465
34.479877,15.159909,996.4293,15.771373
33.975174,17.163769,996.6971,19.614443
33.124264,18.041048,996.8634,24.467165
32.254677,17.355175,996.96686,29.187
31.674496,14.415069,997.2212,33.25912
31.363087,11.5151205,997.76117,35.849846
31.30305,10.442931,998.487,37.375263
31.808485,10.80072,999.24585,36.659306
32.871643,12.756648,999.8262,34.57869
34.390312,14.104899,1000.0231,31.508987
36.219437,13.285066,999.90247,27.868244
38.130234,11.552677,999.71466,23.975578
39.97659,9.994078,999.5498,20.656305
41.077354,9.412072,999.2374,18.324951
41.66166,9.0673275,998.5921,16.647337
42.221558,8.948957,997.67737,15.062773
42.46863,8.656107,996.75946,13.813901
42.012142,8.408962,996.13873,13.466201
41.124516,8.637954,995.9721,13.787475
39.931168,9.687997,996.17303,14.414472
38.33013,11.7734585,996.59735,15.57919
